state_fips,county_fips,bus.bank,bank,time,adopt,NAME.x,pop,NAME.y,unemployment
26,26129,1,42,4,16,"Ogemaw County, Michigan",20770,"Ogemaw County, Michigan",8.021978021978022
26,26135,1,27,4,16,"Oscoda County, Michigan",8219,"Oscoda County, Michigan",9.333333333333334
26,26137,2,67,4,16,"Otsego County, Michigan",25091,"Otsego County, Michigan",5.65653134024121
26,26141,0,13,4,16,"Presque Isle County, Michigan",12982,"Presque Isle County, Michigan",6.3768115942028984
26,26143,1,61,4,16,"Roscommon County, Michigan",23459,"Roscommon County, Michigan",8.362248438584317
26,26145,10,1008,4,16,"Saginaw County, Michigan",190124,"Saginaw County, Michigan",6.517815589634154
26,26147,8,472,4,16,"St. Clair County, Michigan",160383,"St. Clair County, Michigan",6.627924837437919
26,26151,3,78,4,16,"Sanilac County, Michigan",40611,"Sanilac County, Michigan",6.08472534953134
26,26155,3,229,4,16,"Shiawassee County, Michigan",68094,"Shiawassee County, Michigan",3.9516981132075473
26,26157,4,137,4,16,"Tuscola County, Michigan",53323,"Tuscola County, Michigan",6.63444458214566
26,26161,16,644,4,16,"Washtenaw County, Michigan",372258,"Washtenaw County, Michigan",4.542764505637358
26,26163,62,9208,4,16,"Wayne County, Michigan",1793561,"Wayne County, Michigan",8.90257524688433
39,39095,0,1,4,0,"Lucas County, Ohio",431279,"Lucas County, Ohio",7.170929767999331
42,42071,0,1,4,11,"Lancaster County, Pennsylvania",552984,"Lancaster County, Pennsylvania",3.61713889348577
26,26003,0,5,4,16,"Alger County, Michigan",8842,"Alger County, Michigan",4.702891642834445
26,26005,4,197,4,16,"Allegan County, Michigan",120502,"Allegan County, Michigan",3.3965093369135007
26,26009,2,33,4,16,"Antrim County, Michigan",23431,"Antrim County, Michigan",4.242311967395332
26,26013,0,2,4,16,"Baraga County, Michigan",8158,"Baraga County, Michigan",4.112209116990756
26,26015,1,91,4,16,"Barry County, Michigan",62423,"Barry County, Michigan",5.313675044528003
26,26019,3,32,4,16,"Benzie County, Michigan",17970,"Benzie County, Michigan",4.892785215021917
26,26021,5,309,4,16,"Berrien County, Michigan",154316,"Berrien County, Michigan",6.169879184727474
26,26023,0,87,4,16,"Branch County, Michigan",44862,"Branch County, Michigan",5.162680899107051
26,26025,4,331,4,16,"Calhoun County, Michigan",134310,"Calhoun County, Michigan",6.389471378047635
26,26027,3,85,4,16,"Cass County, Michigan",51589,"Cass County, Michigan",5.79476068544416
26,26029,1,40,4,16,"Charlevoix County, Michigan",26054,"Charlevoix County, Michigan",4.822412737293325
26,26031,0,1,4,16,"Cheboygan County, Michigan",25579,"Cheboygan County, Michigan",7.4203678779721844
26,26033,1,27,4,16,"Chippewa County, Michigan",36785,"Chippewa County, Michigan",8.993478877232775
26,26037,5,123,4,16,"Clinton County, Michigan",79128,"Clinton County, Michigan",3.422203553161523
26,26041,3,41,4,16,"Delta County, Michigan",36903,"Delta County, Michigan",5.1134914562611575
26,26043,0,25,4,16,"Dickinson County, Michigan",25947,"Dickinson County, Michigan",3.81609577652145
26,26045,7,282,4,16,"Eaton County, Michigan",109175,"Eaton County, Michigan",4.6018979080678735
26,26047,2,41,4,16,"Emmet County, Michigan",34112,"Emmet County, Michigan",3.9808265622259893
26,26053,3,21,4,16,"Gogebic County, Michigan",14380,"Gogebic County, Michigan",4.490500863557858
26,26055,9,132,4,16,"Grand Traverse County, Michigan",95238,"Grand Traverse County, Michigan",3.8033735332464147
26,26057,0,1,4,16,"Gratiot County, Michigan",41761,"Gratiot County, Michigan",4.805150017243362
26,26059,2,89,4,16,"Hillsdale County, Michigan",45746,"Hillsdale County, Michigan",4.066279870193726
26,26061,2,28,4,16,"Houghton County, Michigan",37361,"Houghton County, Michigan",5.862708719851577
26,26065,4,784,4,16,"Ingham County, Michigan",284900,"Ingham County, Michigan",6.75296530639887
26,26067,1,93,4,16,"Ionia County, Michigan",66804,"Ionia County, Michigan",5.103284577880421
26,26071,0,22,4,16,"Iron County, Michigan",11631,"Iron County, Michigan",5.162565905096661
26,26073,0,1,4,16,"Isabella County, Michigan",64394,"Isabella County, Michigan",7.275074151378666
26,26075,0,3,4,16,"Jackson County, Michigan",160366,"Jackson County, Michigan",6.284419847535336
26,26077,12,595,4,16,"Kalamazoo County, Michigan",261670,"Kalamazoo County, Michigan",6.231856284025013
26,26079,0,29,4,16,"Kalkaska County, Michigan",17939,"Kalkaska County, Michigan",5.922058074375955
26,26081,32,1072,4,16,"Kent County, Michigan",657974,"Kent County, Michigan",4.598307918046698
26,26085,0,11,4,16,"Lake County, Michigan",12096,"Lake County, Michigan",5.797795879252516
26,26089,1,10,4,16,"Leelanau County, Michigan",22301,"Leelanau County, Michigan",4.147012578616352
26,26095,0,10,4,16,"Luce County, Michigan",5339,"Luce County, Michigan",6.640454346876365
26,26097,0,15,4,16,"Mackinac County, Michigan",10834,"Mackinac County, Michigan",9.22486879289463
26,26101,2,48,4,16,"Manistee County, Michigan",25032,"Manistee County, Michigan",7.296055151283033
26,26103,2,67,4,16,"Marquette County, Michigan",66017,"Marquette County, Michigan",5.833000399520575
26,26105,1,26,4,16,"Mason County, Michigan",29052,"Mason County, Michigan",4.5185746777862015
26,26107,1,47,4,16,"Mecosta County, Michigan",39714,"Mecosta County, Michigan",6.202058942268874
26,26109,1,32,4,16,"Menominee County, Michigan",23502,"Menominee County, Michigan",5.374911158493248
26,26113,1,26,4,16,"Missaukee County, Michigan",15052,"Missaukee County, Michigan",7.85393421243298
26,26117,1,106,4,16,"Montcalm County, Michigan",66614,"Montcalm County, Michigan",4.047425808955856
26,26121,4,309,4,16,"Muskegon County, Michigan",175824,"Muskegon County, Michigan",7.208744915746659
26,26123,4,67,4,16,"Newaygo County, Michigan",49978,"Newaygo County, Michigan",5.210622710622711
26,26127,2,21,4,16,"Oceana County, Michigan",26659,"Oceana County, Michigan",5.965981213505966
26,26131,0,8,4,16,"Ontonagon County, Michigan",5816,"Ontonagon County, Michigan",5.934997644842205
26,26133,0,32,4,16,"Osceola County, Michigan",22891,"Osceola County, Michigan",7.6135898485468685
26,26137,0,1,4,16,"Otsego County, Michigan",25091,"Otsego County, Michigan",5.65653134024121
26,26139,15,338,4,16,"Ottawa County, Michigan",296200,"Ottawa County, Michigan",4.030112022366
26,26143,0,1,4,16,"Roscommon County, Michigan",23459,"Roscommon County, Michigan",8.362248438584317
26,26149,0,154,4,16,"St. Joseph County, Michigan",60939,"St. Joseph County, Michigan",4.208104999661728
26,26153,0,6,4,16,"Schoolcraft County, Michigan",8047,"Schoolcraft County, Michigan",7.425294295200724
26,26155,0,1,4,16,"Shiawassee County, Michigan",68094,"Shiawassee County, Michigan",3.9516981132075473
26,26159,5,179,4,16,"Van Buren County, Michigan",75587,"Van Buren County, Michigan",5.160394314035183
26,26165,0,64,4,16,"Wexford County, Michigan",33673,"Wexford County, Michigan",6.0681357483816125
26,26009,0,1,4,16,"Antrim County, Michigan",23431,"Antrim County, Michigan",4.242311967395332
26,26049,0,1,4,16,"Genesee County, Michigan",406211,"Genesee County, Michigan",8.936870179024865
26,26091,0,1,4,16,"Lenawee County, Michigan",99423,"Lenawee County, Michigan",4.838503766117707
26,26093,0,2,4,16,"Livingston County, Michigan",193866,"Livingston County, Michigan",3.8488101345751606
26,26115,0,6,4,16,"Monroe County, Michigan",154809,"Monroe County, Michigan",4.954200329649544
26,26151,0,1,4,16,"Sanilac County, Michigan",40611,"Sanilac County, Michigan",6.08472534953134
39,39003,9,234,4,0,"Allen County, Ohio",102206,"Allen County, Ohio",5.637817721118061
39,39005,2,134,4,0,"Ashland County, Ohio",52447,"Ashland County, Ohio",3.783158601649069
39,39007,6,334,4,0,"Ashtabula County, Ohio",97574,"Ashtabula County, Ohio",7.159137530200119
39,39011,3,97,4,0,"Auglaize County, Ohio",46422,"Auglaize County, Ohio",3.292489789113945
39,39019,1,84,4,0,"Carroll County, Ohio",26721,"Carroll County, Ohio",3.6977620919226757
39,39029,3,438,4,0,"Columbiana County, Ohio",101877,"Columbiana County, Ohio",5.967171301629094
39,39031,0,1,4,0,"Coshocton County, Ohio",36612,"Coshocton County, Ohio",6.11792876384316
39,39033,0,146,4,0,"Crawford County, Ohio",42025,"Crawford County, Ohio",5.4723357038382
39,39035,86,5711,4,0,"Cuyahoga County, Ohio",1264817,"Cuyahoga County, Ohio",7.446165258397409
39,39037,0,1,4,0,"Darke County, Ohio",51881,"Darke County, Ohio",2.7339766219502626
39,39039,0,86,4,0,"Defiance County, Ohio",38286,"Defiance County, Ohio",4.412207609677743
39,39043,2,255,4,0,"Erie County, Ohio",75622,"Erie County, Ohio",5.690197425800143
39,39049,0,1,4,0,"Franklin County, Ohio",1323807,"Franklin County, Ohio",4.847732720804598
39,39051,0,78,4,0,"Fulton County, Ohio",42713,"Fulton County, Ohio",4.417632974977701
39,39055,10,139,4,0,"Geauga County, Ohio",95397,"Geauga County, Ohio",2.776082977425259
39,39063,3,192,4,0,"Hancock County, Ohio",74920,"Hancock County, Ohio",3.6787604121832036
39,39065,0,74,4,0,"Hardin County, Ohio",30696,"Hardin County, Ohio",5.073563370060039
39,39067,0,1,4,0,"Harrison County, Ohio",14483,"Harrison County, Ohio",5.93671679197995
39,39069,2,53,4,0,"Henry County, Ohio",27662,"Henry County, Ohio",4.513888888888889
39,39075,3,36,4,0,"Holmes County, Ohio",44223,"Holmes County, Ohio",2.3272869505695986
39,39077,0,164,4,0,"Huron County, Ohio",58565,"Huron County, Ohio",4.658634538152611
39,39085,19,803,4,0,"Lake County, Ohio",232603,"Lake County, Ohio",4.786589087358099
39,39093,11,1001,4,0,"Lorain County, Ohio",312964,"Lorain County, Ohio",4.893192746577032
39,39095,33,1676,4,0,"Lucas County, Ohio",431279,"Lucas County, Ohio",7.170929767999331
39,39099,14,1027,4,0,"Mahoning County, Ohio",228614,"Mahoning County, Ohio",7.91960401979901
39,39101,1,157,4,0,"Marion County, Ohio",65359,"Marion County, Ohio",6.066834402353025
39,39103,8,457,4,0,"Medina County, Ohio",182470,"Medina County, Ohio",2.8553221230933685
39,39107,2,57,4,0,"Mercer County, Ohio",42528,"Mercer County, Ohio",2.497146770143803
39,39113,0,1,4,0,"Montgomery County, Ohio",537309,"Montgomery County, Ohio",6.263960119882234
39,39117,1,1,4,0,"Morrow County, Ohio",34950,"Morrow County, Ohio",2.6619733802661973
39,39123,3,113,4,0,"Ottawa County, Ohio",40364,"Ottawa County, Ohio",3.699522807737698
39,39125,0,41,4,0,"Paulding County, Ohio",18806,"Paulding County, Ohio",4.501022959763582
39,39133,11,484,4,0,"Portage County, Ohio",161791,"Portage County, Ohio",5.802792812053426
39,39137,1,42,4,0,"Putnam County, Ohio",34451,"Putnam County, Ohio",3.158072506192299
39,39139,6,418,4,0,"Richland County, Ohio",124936,"Richland County, Ohio",5.7085316733797145
39,39143,2,128,4,0,"Sandusky County, Ohio",58896,"Sandusky County, Ohio",4.517032835616907
39,39147,2,144,4,0,"Seneca County, Ohio",55069,"Seneca County, Ohio",4.1560217336547804
39,39149,0,2,4,0,"Shelby County, Ohio",48230,"Shelby County, Ohio",5.2091799218236
39,39151,35,1579,4,0,"Stark County, Ohio",374853,"Stark County, Ohio",5.145461743400991
39,39153,45,2243,4,0,"Summit County, Ohio",540428,"Summit County, Ohio",5.81572665033075
39,39155,13,782,4,0,"Trumbull County, Ohio",201977,"Trumbull County, Ohio",4.8099716209448555
39,39157,2,226,4,0,"Tuscarawas County, Ohio",93263,"Tuscarawas County, Ohio",5.518027897183964
39,39161,0,77,4,0,"Van Wert County, Ohio",28931,"Van Wert County, Ohio",5.086266390614217
39,39165,0,1,4,0,"Warren County, Ohio",242337,"Warren County, Ohio",3.424438112259522
39,39169,5,277,4,0,"Wayne County, Ohio",116894,"Wayne County, Ohio",3.3449807729451635
39,39171,1,87,4,0,"Williams County, Ohio",37102,"Williams County, Ohio",3.829973228432497
39,39173,9,320,4,0,"Wood County, Ohio",132248,"Wood County, Ohio",4.879046554122235
39,39175,1,59,4,0,"Wyandot County, Ohio",21900,"Wyandot County, Ohio",3.2838154808444098
42,42003,0,1,4,11,"Allegheny County, Pennsylvania",1250578,"Allegheny County, Pennsylvania",4.857972420798872
39,39001,0,65,4,0,"Adams County, Ohio",27477,"Adams County, Ohio",6.602587136183974
39,39009,1,65,4,0,"Athens County, Ohio",62431,"Athens County, Ohio",5.8420589098737645
39,39013,2,144,4,0,"Belmont County, Ohio",66497,"Belmont County, Ohio",5.608634688753384
39,39015,1,128,4,0,"Brown County, Ohio",43676,"Brown County, Ohio",4.351691775747098
39,39017,21,937,4,0,"Butler County, Ohio",390357,"Butler County, Ohio",4.932786102107594
39,39021,1,93,4,0,"Champaign County, Ohio",38714,"Champaign County, Ohio",5.807594145528413
39,39023,4,392,4,0,"Clark County, Ohio",136001,"Clark County, Ohio",6.811203416512103
39,39025,12,545,4,0,"Clermont County, Ohio",208601,"Clermont County, Ohio",4.229424671798877
39,39027,1,96,4,0,"Clinton County, Ohio",42018,"Clinton County, Ohio",5.603303404234888
39,39031,2,100,4,0,"Coshocton County, Ohio",36612,"Coshocton County, Ohio",6.11792876384316
39,39037,3,110,4,0,"Darke County, Ohio",51881,"Darke County, Ohio",2.7339766219502626
39,39041,9,315,4,0,"Delaware County, Ohio",214124,"Delaware County, Ohio",2.541060943325364
39,39045,6,476,4,0,"Fairfield County, Ohio",158921,"Fairfield County, Ohio",3.8939361119251794
39,39047,2,103,4,0,"Fayette County, Ohio",28951,"Fayette County, Ohio",4.940923737916219
39,39049,66,4476,4,0,"Franklin County, Ohio",1323807,"Franklin County, Ohio",4.847732720804598
39,39053,0,25,4,0,"Gallia County, Ohio",29220,"Gallia County, Ohio",4.491597614806784
39,39057,2,376,4,0,"Greene County, Ohio",167966,"Greene County, Ohio",5.102816137007779
39,39059,2,102,4,0,"Guernsey County, Ohio",38438,"Guernsey County, Ohio",5.0084507042253525
39,39061,45,2542,4,0,"Hamilton County, Ohio",830639,"Hamilton County, Ohio",5.383129902889298
39,39067,0,38,4,0,"Harrison County, Ohio",14483,"Harrison County, Ohio",5.93671679197995
39,39071,5,123,4,0,"Highland County, Ohio",43317,"Highland County, Ohio",4.812255003094697
39,39073,1,74,4,0,"Hocking County, Ohio",28050,"Hocking County, Ohio",3.807332640641235
39,39079,2,90,4,0,"Jackson County, Ohio",32653,"Jackson County, Ohio",6.902097433491925
39,39081,0,152,4,0,"Jefferson County, Ohio",65249,"Jefferson County, Ohio",5.609854063462311
39,39083,0,133,4,0,"Knox County, Ohio",62721,"Knox County, Ohio",4.205638255829271
39,39087,1,72,4,0,"Lawrence County, Ohio",58240,"Lawrence County, Ohio",4.976665751598102
39,39089,6,440,4,0,"Licking County, Ohio",178519,"Licking County, Ohio",3.7285709416856956
39,39091,0,152,4,0,"Logan County, Ohio",46150,"Logan County, Ohio",4.472111106117129
39,39097,2,114,4,0,"Madison County, Ohio",43824,"Madison County, Ohio",3.841991341991342
39,39105,2,18,4,0,"Meigs County, Ohio",22210,"Meigs County, Ohio",8.32618945563652
39,39109,5,309,4,0,"Miami County, Ohio",108774,"Miami County, Ohio",4.169224758609142
39,39111,0,15,4,0,"Monroe County, Ohio",13385,"Monroe County, Ohio",4.74160895045285
39,39113,30,1979,4,0,"Montgomery County, Ohio",537309,"Montgomery County, Ohio",6.263960119882234
39,39115,0,25,4,0,"Morgan County, Ohio",13802,"Morgan County, Ohio",3.9857420609202854
39,39117,0,60,4,0,"Morrow County, Ohio",34950,"Morrow County, Ohio",2.6619733802661973
39,39119,3,301,4,0,"Muskingum County, Ohio",86410,"Muskingum County, Ohio",5.298549586472624
39,39121,0,24,4,0,"Noble County, Ohio",14115,"Noble County, Ohio",4.769065520945221
39,39127,2,100,4,0,"Perry County, Ohio",35408,"Perry County, Ohio",6.118169483162699
